Year,ABW,AFE,AFG,AFW,AGO,ALB,AND,ARB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CEB,CHE,CHI,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CSS,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,EAP,EAR,EAS,ECA,ECS,ECU,EGY,EMU,ERI,ESP,EST,ETH,EUU,FCS,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HIC,HKG,HND,HPC,HRV,HTI,HUN,IBD,IBT,IDA,IDB,IDN,IDX,IMN,IND,INX,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAC,LAO,LBN,LBR,LBY,LCA,LCN,LDC,LIC,LIE,LKA,LMC,LMY,LSO,LTE,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEA,MEX,MHL,MIC,MKD,MLI,MLT,MMR,MNA,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAC,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OED,OMN,OSS,PAK,PAN,PER,PHL,PLW,PNG,POL,PRE,PRI,PRK,PRT,PRY,PSE,PSS,PST,PYF,QAT,ROU,RUS,RWA,SAS,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSA,SSD,SSF,SST,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TEA,TEC,TGO,THA,TJK,TKM,TLA,TLS,TMN,TON,TSA,TSS,TTO,TUN,TUR,TUV,TZA,UGA,UKR,UMC,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WLD,WSM,XKX,YEM,ZAF,ZMB,ZWE
1991,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,0,-0.17,-0.15,-0.02692,0.075703,0,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.021739,0,0,0,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.212486,-0.208741,-0.048156,-0.005253,0.040312,0.107911,0,0.076797,0.211541,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0,0.015467,0,-0.325333,0.1004,0.781577,-0.003695,-0.010377,-0.12115,-0.012902,0,0,-0.325715,0.001547,0.244179,0,0.638569,0,-0.069173,0.175659,-0.12283,0.187239,0.365517,0.155598,0,90.868571,-0.023914,0.072748,0,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.234041,0,0,-0.533781,0,-0.019268,0.019131,0,-0.187246,-0.15578,0,-0.008237,0.119361,0,0,-0.145685,-0.089642,-0.953041,-0.156642,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020296,0,0.018036,0,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140689,-0.115584,0.125,-0.293271,-0.076439,0,0,0,0,0,0,0,0,0.004761,0,0,-0.11397,0,0.003399,-0.113701,52.222222,0,0,0,0,-0.665662,0.003408,0,-0.005693,72.706522,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.005292,0,-0.103593,-0.061687,-0.222303,-0.089899,-0.157477,83.245652,-0.026877,0.057788,-0.140134,1.226832,-0.379819,-0.128962,-0.642892,0,0.452704,0.018024,0.112568,0,-0.015496,0,-0.121605,0.06699,0,-0.073407,-0.23373,0.326418,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,-0.068141,-0.027083,-0.023564,0,0,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.007544,0,-0.171348,-0.071052,0,0,-0.275805,-0.094149,0.003411,0,0.06699,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,0,0,0.326248,0.011857,0,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,0,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1992,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018074,0.090721,-0.066723,11.742606,-0.17,-0.15,-0.02692,0.075703,11.454823,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.011533,0,42.779883,38.824608,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.212486,-0.208741,-0.048156,-0.005253,3.771317,0.107911,0,0.076797,0.211541,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0,0.015467,0,-0.325333,0.1004,0.781577,-0.003695,-0.014906,-0.711578,-0.016903,38.979835,37.735099,-0.325715,0.001547,1.09115,0,0.638569,52.193866,-0.069173,0.582094,-0.438063,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,39.631026,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.23404,0,0,-0.533781,0,-0.019268,0.114168,0,-0.187246,-0.15578,33.214094,-0.008237,0.119361,35.109889,33.747168,-0.913353,-2.862851,-0.953041,-0.56702,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020296,1.170938,0.018036,5.971418,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140689,-0.115584,0.125,-0.293271,-1.049576,33.563074,0,39.854465,31.269943,0,51.209282,0,0,0.004761,0,10.015211,-0.11397,0,0.003396,-0.113701,0,35.298517,36.221392,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.076143,0,0.344386,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.140134,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,-0.186229,0.112568,0,-0.002179,49.360347,-0.121605,0.06699,0,-0.073407,-0.23373,0.326269,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,0.087703,-0.027083,-0.023564,0,59.433962,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012126,38.721265,-0.171348,-0.071052,2.917977,8.782159,-0.275805,-0.094149,0.003411,0,0.06699,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,16.089065,39.120293,0.326248,0.011857,6.186621,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,32.511019,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1993,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,-0.007341,-0.17,-0.15,-0.02692,0.075703,0.051047,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.021127,0,-0.19209,0.249875,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.212486,-0.208741,-0.048156,-0.005253,0.580554,0.10791,0,0.076797,0.211541,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,34.059544,0.016395,0,-0.325333,0.1004,0.781577,-0.003695,-0.014906,-0.075327,-0.016903,0.015078,0.029836,-0.325715,0.001547,0.317979,11.292871,0.638569,0.077825,0.641462,0.146677,-0.120564,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,0.011944,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.234041,0,0,-0.533781,0,-0.019268,0.044364,0,-0.187246,-0.15578,0.062601,-0.008237,0.121647,-0.067298,-0.086528,-0.141236,-0.071483,-0.953041,-0.156145,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020296,-0.000197,0.018036,0.02319,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140689,-0.115584,0.125,-0.293271,-0.071133,-0.087021,0,-0.0365,0.119655,0,0.109277,0,0,0.004761,0,0.033347,-0.11397,0,0.003399,-0.113701,0,-0.08169,0.179119,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.019343,0,-0.099796,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.235551,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,0.026398,0.112568,0,-0.002179,0.013301,-0.121605,0.06699,0,-0.073407,-0.23373,0.326418,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,-0.087732,-0.027083,-0.023564,39.545925,0.223436,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012126,0.015551,-0.171348,-0.071052,0.001429,0,-0.275805,-0.094149,0.003411,0,0.06699,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,0.040735,-0.086062,0.326248,0.011857,0.096871,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,-0.056167,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1994,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,-0.007341,-0.17,-0.15,-0.02692,0.075703,0.051047,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.021127,0,-0.19209,0.2457,-0.616966,0,-0.249546,-0.452366,0,-0.303605,9.69258,-0.208741,-0.048156,-0.005253,0.051946,0.10791,0,0.076797,0.211541,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0.010185,0.016396,0,-0.325333,0.1004,0.781577,-0.003695,-0.014906,-0.112523,-0.016903,0.017093,0.03861,-0.325715,0.001547,0.230886,-0.031287,0.638569,0.077825,-0.073,0.166572,-0.120564,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,0.011944,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.23404,0,0,-0.533781,0,-0.019268,0.019158,0,-0.187246,-0.15578,0.062601,-0.008237,0.119375,-0.066763,-0.083719,-0.132982,-0.071483,-0.953041,-0.146285,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020296,-0.000197,0.018036,0.023189,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.130063,-0.115584,0.125,-0.293271,-0.063508,-0.084137,0,-0.035172,0.119655,0,0.109277,0,0,0.004761,0,0.060731,-0.11397,0,0.003399,-0.113701,0,-0.078096,0.179119,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.005897,0,0.006572,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.139588,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,0.019978,0.112568,0,-0.008226,0.016563,-0.121605,0.092446,0,-0.073407,-0.23373,0.326269,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,0.028258,-0.027083,-0.023564,-0.002225,0.223436,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012126,0.017416,-0.171348,-0.071052,0.001429,0,-0.275805,-0.094149,0.003411,0,0.092446,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,0.040735,-0.085257,0.326248,0.011857,0.096871,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,-0.057699,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1995,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,-0.007341,-0.17,-0.15,-0.02692,0.075703,0.051047,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.021127,0,-0.19209,0.244953,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.249447,-0.208741,-0.048156,-0.005253,0.053982,0.10791,0,0.076797,0.21156,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0.010185,0.016397,0,-0.325333,0.1004,0.781577,-0.003695,-0.014888,-0.117782,-0.016892,0.013766,0.036075,-0.325715,0.001547,0.230888,-0.031287,0.638569,0.077825,-0.073,0.167227,-0.120564,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,0.011944,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.234041,0,0,-0.533781,0,-0.019268,0.019215,0,-0.187246,-0.15578,0.062601,-0.008237,0.119375,-0.067671,-0.086802,-0.141275,-0.071483,-0.953041,-0.156198,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020296,-0.000197,0.018036,0.02319,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140737,-0.115584,0.125,-0.293271,-0.071154,-0.087309,0,-0.036807,0.119655,0,0.109277,0,0,0.004761,0,0.060768,-0.11397,0,0.003399,-0.113701,0,-0.082046,0.179119,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.005897,0,-0.100138,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.139588,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,0.019974,0.112568,0,0.00024,0.010841,-0.121605,0.067087,0,-0.073407,-0.23373,0.326418,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,-0.087976,-0.027083,-0.023564,-0.002225,0.223436,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012107,0.014315,-0.171348,-0.071052,0.001429,0,-0.275805,-0.094149,0.003411,0,0.067087,-0.138579,-0.105458,0.015367,0.047408,0,-0.419959,-0.206456,0.040735,-0.086617,0.326248,0.011857,0.096871,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,-0.059895,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1996,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,-0.007341,-0.17,-0.15,-0.02692,0.075703,0.051047,-0.321417,0,-0.620788,-0.182785,-0.000001,0.043388,0.021127,0,-0.19209,0.245763,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.249447,-0.208741,-0.048156,-0.005253,0.050481,0.108887,0,0.076797,0.21156,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0.010185,0.016398,0,-0.325333,0.1004,0.781577,-0.003695,-0.014888,-0.117782,-0.016785,0.009327,0.03239,-0.325715,0.001547,0.230889,-0.031287,0.638569,0.077825,-0.073,0.166095,-0.120564,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,0.011944,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.234041,0,0,-0.533781,0,-0.019268,0.0192,0,-0.187246,-0.15578,0.020755,-0.008237,0.119375,-0.068983,-0.087735,-0.141275,-0.071483,-0.953041,-0.156198,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.001556,-0.000197,0.018036,0.023189,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140737,-0.115584,0.125,-0.293271,-0.071154,-0.088218,0,-0.039127,0.119655,0,0.109277,0,0,0.004761,0,0.057698,-0.11397,0,0.003399,-0.113701,0,-0.083178,0.179119,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.005989,0,-0.100138,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.139588,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,0.020009,0.112568,0,-0.005806,0.003212,-0.121605,0.067087,0,-0.073407,-0.23373,0.326418,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,-0.087976,-0.027083,-0.023564,-0.002225,0.223436,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012107,0.009816,-0.171348,-0.071052,0.001429,0,-0.275805,-0.094149,0.003411,0,0.067087,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,0.040735,-0.088423,0.326248,0.011857,0.096871,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,-0.060535,-0.170318,0,0,-0.030006,-0.048158,-0.11909
1997,0,-0.151253,0,-0.118162,-0.124663,-0.071168,0,-0.018069,0.090721,-0.066723,-0.007341,-0.17,-0.15,-0.02692,0.075703,0.051047,-0.321417,0,-0.620788,-0.182785,-0.000002,0.043388,0.021127,0,-0.19209,0.242834,-0.616966,0,-0.249546,-0.452366,0,-0.303605,0.249447,-0.208741,-0.048156,-0.005253,0.054857,0.108895,0,0.076797,0.211541,-0.866796,-0.190923,-0.296862,-0.035139,-0.200328,-0.235357,0.60397,-0.098277,-0.055198,0.351024,0,-0.083333,0.113636,0.010185,0.019191,0,-0.325333,0.1004,0.781577,-0.003695,-0.014906,-0.117782,-0.016903,0.007374,-0.064371,-0.325715,0.001547,0.231299,-0.031287,0.638569,0.077825,-0.073,0.167797,-0.120564,0.187239,0.365517,0.155598,0,0.04,-0.023914,0.072748,0.011944,-0.47273,0,-0.141218,-0.566502,-0.30032,-0.297932,0.23404,0,-0.000108,-0.533781,0,-0.019268,-0.037482,0,-0.187246,-0.15578,0.062522,-0.008237,0.13342,-0.069492,-0.088096,-0.141275,-0.071483,-0.953041,-0.156198,0,0.122865,0,0.244912,0.015325,0.003201,0.012728,0.097043,0.265037,-0.002585,0,-0.020302,-0.000197,0.018036,0.023189,-0.126779,0,0,-0.077752,0.007856,-0.293136,-0.181109,-0.014858,-0.314161,0,-0.042623,-0.271639,-0.140737,-0.115584,0.125,-0.293271,-0.071154,-0.088618,0,-0.040101,0.119655,0,0.109277,0,0,0.004761,0,0.060823,-0.11397,0,0.003399,-0.113701,0,-0.083678,0.179119,0,0,-0.665662,0.003408,0,-0.005693,-0.358696,-0.278491,-0.005278,0.042365,-0.445482,-0.282194,0.003393,-0.08625,0.036761,-0.048701,-0.179304,-0.830979,0.041973,-0.005202,0.076056,0,0.1816,0.00598,0,-0.100138,-0.061687,-0.222303,-0.089899,-0.157477,0.31087,-0.026877,0.057788,-0.139588,1.226832,-0.379819,-0.128962,-0.642892,0,0.087788,0.020055,0.112568,0,-0.003387,-0.000136,-0.121605,0.067087,0,-0.073407,-0.23373,0.326269,-0.026116,-0.273303,-0.217181,0,-0.122342,0,-0.138582,0,-0.138579,-0.087976,-0.027083,-0.023564,-0.002225,0.223436,0.02455,0.070581,0,0,0.032648,0,-0.02994,-0.012126,0.008078,-0.171348,-0.071052,0.001429,0,-0.275805,-0.094149,0.003411,0,0.067087,-0.138579,-0.105458,0.015366,0.047408,0,-0.419959,-0.206456,0.040735,-0.089219,0.326248,0.011857,0.096871,0.25641,-0.325945,-0.026667,-1.162857,0.739851,0,-0.077903,-0.170318,0,0,-0.030006,-0.048158,-0.11909
